,ContextName,DisplayName,Id,Confirmed,RaceNr,UciRiderId,UciCode,FamilyName,GivenName,CategoryCode,PrintName,ScoreboardName,Nation,UciTeamId,UciTeamCode,UciTeamName,WorldCupRank,UciRank,UciPoints,SecondaryRank,StartOrder,StartTime,Outfit,BirthDate,Protected,IntEliteNr,Rso,Injury,Substitute,RotationOrder,timing_id,Status,Speed,Sector1_RaceTime,Sector1_TimeGap,Sector1_Position,Sector2_RaceTime,Sector2_TimeGap,Sector2_Position,Sector3_RaceTime,Sector3_TimeGap,Sector3_Position,Sector4_RaceTime,Sector4_TimeGap,Sector4_Position,Sector5_RaceTime,Sector5_TimeGap,Sector5_Position,season,venue,round,discipline,GroupIdx
10,20250516_mtb,"Timed Training, Men Elite",1014,False,1014,10009897014,GBR19980223,HATTON,Charlie,ME,HATTON Charlie,HATTON Charlie,GBR,ATH,ATH,CONTINENTAL ATHERTON,17,15,0.0,0,0,0,,1998-02-23T00:00:00,0,False,0,0,0,0,1014,Finished,48.38709677419355,40482.0,306.0,32.0,90413.0,858.0,179.0,114945.0,1787.0,151.0,159742.0,2094.0,140.0,191479.0,9245.0,38.0,2025,Bielsko-Biala,1,dh,
11,20250516_mtb,"Timed Training, Men Elite",1015,False,1015,10011016756,GBR19990525,WALKER,Matt,ME,WALKER Matt,WALKER Matt,GBR,TFD,TFD,TREK FACTORY RACING DH,30,18,0.0,0,0,0,NCh,1999-05-25T00:00:00,0,False,0,0,0,0,1015,Finished,49.14675767918089,40327.0,151.0,9.0,90707.0,1152.0,9.0,188141.0,74983.0,40.0,232793.0,75145.0,52.0,257806.0,75572.0,72.0,2025,Bielsko-Biala,1,dh,
12,20250516_mtb,"Timed Training, Men Elite",1017,False,1017,10083936306,GBR20040721,WILLIAMS,Jordan,ME,WILLIAMS Jordan *,WILLIAMS Jordan,GBR,SGR,SGR,SPECIALIZED GRAVITY,29,124,0.0,0,0,0,,2004-07-21T00:00:00,0,False,0,0,0,0,1017,Finished,49.51856946354883,40064.0,-112.0,6.0,90346.0,791.0,7.0,114781.0,1623.0,5.0,158979.0,1331.0,34.0,183593.0,1359.0,2.0,2025,Bielsko-Biala,1,dh,
13,20250516_mtb,"Timed Training, Men Elite",1019,False,1019,10049212326,AUS20020522,MEIER-SMITH,Luke,ME,MEIER-SMITH Luke,MEIER-SMITH Luke,AUS,GFT,GFT,GIANT FACTORY OFF-ROAD TEAM - DH,21,21,0.0,0,0,0,NCh,2002-05-22T00:00:00,0,False,0,0,0,0,1019,Finished,46.78362573099415,41044.0,868.0,202.0,91977.0,2422.0,178.0,118647.0,5489.0,149.0,165054.0,7406.0,139.0,191848.0,9614.0,41.0,2025,Bielsko-Biala,1,dh,
14,20250516_mtb,"Timed Training, Men Elite",1020,False,1020,10008848505,FRA19961115,ESTAQUE,Thomas,ME,ESTAQUE Thomas,ESTAQUE Thomas,FRA,GMS,GMS,GOODMAN SANTACRUZ,23,23,0.0,0,0,0,,1996-11-15T00:00:00,0,False,0,0,0,0,1020,Finished,48.09619238476954,41387.0,1211.0,36.0,93079.0,3524.0,16.0,118183.0,5025.0,10.0,163942.0,6294.0,6.0,189796.0,7562.0,33.0,2025,Bielsko-Biala,1,dh,
15,20250516_mtb,"Timed Training, Men Elite",1022,False,1022,10005415715,FRA19900423,THIRION,Rémi,ME,THIRION Rémi,THIRION Rémi,FRA,GFT,GFT,GIANT FACTORY OFF-ROAD TEAM - DH,11,9,0.0,0,0,0,,1990-04-23T00:00:00,0,False,0,0,0,0,1022,Finished,47.182175622542594,41214.0,1038.0,16.0,91462.0,1907.0,171.0,115982.0,2824.0,137.0,162910.0,5262.0,116.0,187318.0,5084.0,13.0,2025,Bielsko-Biala,1,dh,
16,20250516_mtb,"Timed Training, Men Elite",1023,False,1023,10009404738,GBR19970218,GREENLAND,Laurie,ME,GREENLAND Laurie,GREENLAND Laurie,GBR,SCS,SCS,SANTA CRUZ SYNDICATE,26,24,0.0,0,0,0,,1997-02-18T00:00:00,0,False,0,0,0,0,1023,Finished,44.72049689440994,63946.0,23770.0,199.0,147447.0,57892.0,201.0,194971.0,81813.0,199.0,341817.0,184169.0,199.0,589951.0,407717.0,92.0,2025,Bielsko-Biala,1,dh,
17,20250516_mtb,"Timed Training, Men Elite",1024,False,1024,10063826182,USA20050903,PINKERTON,Ryan,ME,PINKERTON Ryan *,PINKERTON Ryan,USA,MFR,MFR,MONDRAKER FACTORY RACING DH,24,27,0.0,0,0,0,,2005-09-03T00:00:00,0,False,0,0,0,0,1024,Finished,46.84450227716331,40274.0,98.0,96.0,89334.0,-221.0,29.0,114086.0,928.0,15.0,159757.0,2109.0,32.0,185008.0,2774.0,7.0,2025,Bielsko-Biala,1,dh,
18,20250516_mtb,"Timed Training, Men Elite",1025,False,1025,10009453945,BEL19970127,MAES,Martin,ME,MAES Martin,MAES Martin,BEL,FMD,FMD,ORBEA / FMD RACING,58,265,0.0,0,0,0,,1997-01-27T00:00:00,0,False,0,0,0,0,1025,Finished,47.089601046435575,49479.0,9303.0,50.0,121545.0,31990.0,27.0,147198.0,34040.0,87.0,194964.0,37316.0,69.0,222234.0,40000.0,68.0,2025,Bielsko-Biala,1,dh,
19,20250516_mtb,"Timed Training, Men Elite",1026,False,1026,10011213584,GER19990603,HARTENSTERN,Max,ME,HARTENSTERN Max,HARTENSTERN Max,GER,CBG,CBG,CUBE FACTORY RACING,33,28,0.0,0,0,0,,1999-06-03T00:00:00,0,False,0,0,0,0,1026,Finished,48.94629503738953,41120.0,944.0,7.0,92034.0,2479.0,6.0,117425.0,4267.0,6.0,163736.0,6088.0,4.0,188522.0,6288.0,25.0,2025,Bielsko-Biala,1,dh,
20,20250516_mtb,"Timed Training, Men Elite",1027,False,1027,10010022205,ITA19950619,PALAZZARI,Davide,ME,PALAZZARI Davide,PALAZZARI Davide,ITA,RRT,RRT,ROGUE RACING - SR SUNTOUR,39,29,0.0,0,0,0,NCh,1995-06-19T00:00:00,0,False,0,0,0,0,1027,Finished,46.72290720311486,41041.0,865.0,37.0,90804.0,1249.0,21.0,115742.0,2584.0,11.0,162047.0,4399.0,10.0,187267.0,5033.0,12.0,2025,Bielsko-Biala,1,dh,
21,20250516_mtb,"Timed Training, Men Elite",1028,False,1028,10057982944,FRA20050727,PONTVIANNE,Nathan,ME,PONTVIANNE Nathan *,PONTVIANNE Nathan,FRA,GMS,GMS,GOODMAN SANTACRUZ,35,30,0.0,0,0,0,,2005-07-27T00:00:00,0,False,0,0,0,0,1028,Finished,47.650562541363335,41287.0,1111.0,46.0,91144.0,1589.0,194.0,116687.0,3529.0,185.0,162543.0,4895.0,181.0,187917.0,5683.0,19.0,2025,Bielsko-Biala,1,dh,
22,20250516_mtb,"Timed Training, Men Elite",1029,False,1029,10007544358,FRA19940513,BRUNI,Loic,ME,BRUNI Loic,BRUNI Loic,FRA,SGR,SGR,SPECIALIZED GRAVITY,1,6,0.0,0,0,0,,1994-05-13T00:00:00,0,False,0,0,0,0,1029,Finished,49.96530187369882,40176.0,-809.0,1.0,89555.0,-1052.0,1.0,113158.0,-1576.0,1.0,157648.0,-2763.0,1.0,182234.0,0.0,1.0,2025,Bielsko-Biala,1,dh,
23,20250516_mtb,"Timed Training, Men Elite",1030,False,1030,10022183274,NZL20010416,PENE,Tuhoto-Ariki,ME,PENE Tuhoto-Ariki,PENE Tuhoto-Ariki,NZL,MSR,MSR,MS-RACING,79,32,0.0,0,0,0,NCh,2001-04-16T00:00:00,0,False,0,0,0,0,1030,Finished,49.55264969029594,41794.0,1618.0,16.0,94657.0,5102.0,102.0,120282.0,7124.0,59.0,166366.0,8718.0,45.0,191598.0,9364.0,39.0,2025,Bielsko-Biala,1,dh,
24,20250516_mtb,"Timed Training, Men Elite",1031,False,1031,10011102844,FRA19990511,PIERRON,Antoine,ME,PIERRON Antoine,PIERRON Antoine,FRA,CLO,CLO,COMMENCAL SCHWALBE BY LES ORRES,44,33,0.0,0,0,0,,1999-05-11T00:00:00,0,False,0,0,0,0,1031,Finished,49.247606019151846,40624.0,448.0,25.0,90404.0,849.0,106.0,114891.0,1733.0,70.0,160463.0,2815.0,103.0,185825.0,3591.0,9.0,2025,Bielsko-Biala,1,dh,
25,20250516_mtb,"Timed Training, Men Elite",1032,False,1032,10122961426,NZL20061122,WAYMAN,Luke,ME,WAYMAN Luke *,WAYMAN Luke,NZL,ATH,ATH,CONTINENTAL ATHERTON,0,34,0.0,0,0,0,,2006-11-22T00:00:00,0,False,0,0,0,0,1032,Finished,48.78048780487805,41503.0,1327.0,44.0,92167.0,2612.0,20.0,116817.0,3659.0,8.0,164100.0,6452.0,8.0,189240.0,7006.0,30.0,2025,Bielsko-Biala,1,dh,
26,20250516_mtb,"Timed Training, Men Elite",1033,False,1033,10032121027,ITA20000919,INTROZZI,Stefano,ME,INTROZZI Stefano,INTROZZI Stefano,ITA,,,,42,35,0.0,0,0,0,,2000-09-19T00:00:00,0,False,0,0,0,0,1033,Finished,49.79253112033195,40862.0,686.0,41.0,91162.0,1607.0,157.0,115885.0,2727.0,191.0,162009.0,4361.0,189.0,187621.0,5387.0,16.0,2025,Bielsko-Biala,1,dh,
27,20250516_mtb,"Timed Training, Men Elite",1034,False,1034,10009164258,BRA19940311,VIEIRA,Roger,ME,VIEIRA Roger,VIEIRA Roger,BRA,,,,102,36,0.0,0,0,0,NCh,1994-03-11T00:00:00,0,False,0,0,0,0,1034,Finished,47.713717693836976,41578.0,1402.0,49.0,93057.0,3502.0,25.0,314772.0,201614.0,34.0,363036.0,205388.0,26.0,389321.0,207087.0,87.0,2025,Bielsko-Biala,1,dh,
28,20250516_mtb,"Timed Training, Men Elite",1036,False,1036,10110838143,AUS20040827,DAVIS,Oliver,ME,DAVIS Oliver *,DAVIS Oliver,AUS,TFD,TFD,TREK FACTORY RACING DH,32,41,0.0,0,0,0,,2004-08-27T00:00:00,0,False,0,0,0,0,1036,Finished,48.71447902571042,40851.0,675.0,30.0,90453.0,898.0,92.0,115687.0,2529.0,140.0,162250.0,4602.0,121.0,187679.0,5445.0,17.0,2025,Bielsko-Biala,1,dh,
29,20250516_mtb,"Timed Training, Men Elite",1038,False,1038,10009443942,ITA19970920,REVELLI,Loris,ME,REVELLI Loris,REVELLI Loris,ITA,,,,64,43,0.0,0,0,0,,1997-09-20T00:00:00,0,False,0,0,0,0,1038,Finished,47.61904761904762,41734.0,1558.0,59.0,93264.0,3709.0,80.0,119153.0,5995.0,44.0,165571.0,7923.0,61.0,191631.0,9397.0,40.0,2025,Bielsko-Biala,1,dh,
30,20250516_mtb,"Timed Training, Men Elite",1039,False,1039,10011005743,GBR19991205,BREEDEN,Joe,ME,BREEDEN Joe,BREEDEN Joe,GBR,IFR,IFR,AXESS INTENSE FACTORY RACING,40,45,0.0,0,0,0,,1999-12-05T00:00:00,0,False,0,0,0,0,1039,Finished,45.6563094483196,41221.0,1045.0,18.0,92384.0,2829.0,10.0,117826.0,4668.0,7.0,163605.0,5957.0,5.0,188911.0,6677.0,27.0,2025,Bielsko-Biala,1,dh,
31,20250516_mtb,"Timed Training, Men Elite",1040,False,1040,10114296696,USA20030918,MAPLES,Dylan,ME,MAPLES Dylan *,MAPLES Dylan,USA,CMO,CMO,COMMENCAL/MUC-OFF BY RIDING ADDICTION,25,46,0.0,0,0,0,,2003-09-18T00:00:00,0,False,0,0,0,0,1040,Finished,48.517520215633425,41984.0,1808.0,45.0,93598.0,4043.0,203.0,118456.0,5298.0,201.0,163386.0,5738.0,202.0,188911.0,6677.0,27.0,2025,Bielsko-Biala,1,dh,
32,20250516_mtb,"Timed Training, Men Elite",1041,False,1041,10007546378,USA19950101,RUDE JR,Richard,ME,RUDE JR Richard,RUDE JR Richard,USA,YET,YET,YETI / FOX FACTORY RACE TEAM,41,47,0.0,0,0,0,,1995-01-01T00:00:00,0,False,0,0,0,0,1041,Finished,47.337278106508876,41037.0,861.0,47.0,205581.0,116026.0,105.0,230535.0,117377.0,67.0,276579.0,118931.0,49.0,361760.0,179526.0,82.0,2025,Bielsko-Biala,1,dh,
33,20250516_mtb,"Timed Training, Men Elite",1042,False,1042,10083936912,GBR20030302,CRAIK,George Ethan,ME,CRAIK George Ethan *,CRAIK George Ethan,GBR,SDH,SDH,SCOTT DOWNHILL FACTORY,31,49,0.0,0,0,0,,2003-03-02T00:00:00,0,False,0,0,0,0,1042,Finished,49.14675767918089,41179.0,1003.0,13.0,92120.0,2565.0,113.0,117261.0,4103.0,138.0,353028.0,195380.0,118.0,377773.0,195539.0,86.0,2025,Bielsko-Biala,1,dh,
34,20250516_mtb,"Timed Training, Men Elite",1043,False,1043,10006909111,GBR19920806,WILLIAMSON,Greg,ME,WILLIAMSON Greg,WILLIAMSON Greg,GBR,MFR,MFR,MONDRAKER FACTORY RACING DH,19,53,0.0,0,0,0,,1992-08-06T00:00:00,0,False,0,0,0,0,1043,Finished,44.776119402985074,42075.0,1899.0,191.0,98849.0,9294.0,145.0,125753.0,12595.0,103.0,174326.0,16678.0,162.0,267303.0,85069.0,76.0,2025,Bielsko-Biala,1,dh,
35,20250516_mtb,"Timed Training, Men Elite",1044,False,1044,10056597258,FRA20060203,FALQUET,Mylann,ME,FALQUET Mylann *,FALQUET Mylann,FRA,GMS,GMS,GOODMAN SANTACRUZ,0,54,0.0,0,0,0,,2006-02-03T00:00:00,0,False,0,0,0,0,1044,Finished,49.281314168377826,42686.0,2510.0,56.0,96057.0,6502.0,199.0,177011.0,63853.0,195.0,223713.0,66065.0,193.0,249648.0,67414.0,70.0,2025,Bielsko-Biala,1,dh,
36,20250516_mtb,"Timed Training, Men Elite",1045,False,1045,10081562028,ESP20050404,CASTELLANOS LIBERAL,Daniel,ME,CASTELLANOS LIBERAL Daniel *,CASTELLANOS LIBERAL Daniel,ESP,,,,71,56,0.0,0,0,0,NCh,2005-04-04T00:00:00,0,False,0,0,0,0,1045,Finished,47.777040477770406,41876.0,1700.0,63.0,93045.0,3490.0,190.0,119084.0,5926.0,176.0,164923.0,7275.0,180.0,190545.0,8311.0,35.0,2025,Bielsko-Biala,1,dh,
37,20250516_mtb,"Timed Training, Men Elite",1046,False,1046,10093968631,ITA20060108,HAUSER,Christian,ME,HAUSER Christian *,HAUSER Christian,ITA,TFD,TFD,TREK FACTORY RACING DH,0,57,0.0,0,0,0,,2006-01-08T00:00:00,0,False,0,0,0,0,1046,Finished,46.84450227716331,44963.0,4787.0,33.0,95990.0,6435.0,15.0,121067.0,7909.0,64.0,170827.0,13179.0,51.0,195913.0,13679.0,48.0,2025,Bielsko-Biala,1,dh,
38,20250516_mtb,"Timed Training, Men Elite",1048,False,1048,10094193347,CAN20060506,JEWETT,Dane,ME,JEWETT Dane *,JEWETT Dane,CAN,GFT,GFT,GIANT FACTORY OFF-ROAD TEAM - DH,0,62,0.0,0,0,0,,2006-05-06T00:00:00,0,False,0,0,0,0,1048,Finished,48.06408544726302,42284.0,2108.0,55.0,93726.0,4171.0,192.0,118562.0,5404.0,180.0,165404.0,7756.0,176.0,191000.0,8766.0,37.0,2025,Bielsko-Biala,1,dh,
39,20250516_mtb,"Timed Training, Men Elite",1049,False,1049,10035267059,COL20040704,HOLGUIN VILLA,Sebastian,ME,HOLGUIN VILLA Sebastian *,HOLGUIN VILLA Sebastian,COL,MSR,MSR,MS-RACING,62,68,0.0,0,0,0,NCh,2004-07-04T00:00:00,0,False,0,0,0,0,1049,Finished,48.582995951417004,41326.0,1150.0,27.0,91656.0,2101.0,13.0,116796.0,3638.0,132.0,162568.0,4920.0,106.0,188381.0,6147.0,23.0,2025,Bielsko-Biala,1,dh,
40,20250516_mtb,"Timed Training, Men Elite",1050,False,1050,10080400048,GER20051105,KIEFER,Henri,ME,KIEFER Henri *,KIEFER Henri,GER,CFT,CFT,CANYON CLLCTV FACTORY TEAM,48,69,0.0,0,0,0,NCh,2005-11-05T00:00:00,0,False,0,0,0,0,1050,Finished,48.09619238476954,40810.0,634.0,22.0,91776.0,2221.0,167.0,116745.0,3587.0,189.0,162405.0,4757.0,191.0,187377.0,5143.0,14.0,2025,Bielsko-Biala,1,dh,
41,20250516_mtb,"Timed Training, Men Elite",1051,False,1051,10072798480,FRA20010202,DAPRELA,Thibaut,ME,DAPRELA Thibaut,DAPRELA Thibaut,FRA,RRT,RRT,ROGUE RACING - SR SUNTOUR,18,14,0.0,0,0,0,NCh,2001-02-02T00:00:00,0,False,0,0,0,0,1051,Finished,50.597329585382994,40575.0,399.0,3.0,90409.0,854.0,5.0,114171.0,1013.0,61.0,159766.0,2118.0,43.0,184756.0,2522.0,6.0,2025,Bielsko-Biala,1,dh,
42,20250516_mtb,"Timed Training, Men Elite",1052,False,1052,10008106857,SWE19950427,ZWAR,Oliver,ME,ZWAR Oliver,ZWAR Oliver,SWE,FMD,FMD,ORBEA / FMD RACING,54,71,0.0,0,0,0,NCh,1995-04-27T00:00:00,0,False,0,0,0,0,1052,Finished,47.93608521970706,41144.0,968.0,43.0,92059.0,2504.0,24.0,116234.0,3076.0,86.0,162491.0,4843.0,66.0,196892.0,14658.0,49.0,2025,Bielsko-Biala,1,dh,
43,20250516_mtb,"Timed Training, Men Elite",1053,False,1053,10068688714,GBR20040721,PIERCY,Jack,ME,PIERCY Jack *,PIERCY Jack,GBR,CLO,CLO,COMMENCAL SCHWALBE BY LES ORRES,53,75,0.0,0,0,0,,2004-07-21T00:00:00,0,False,0,0,0,0,1053,Finished,47.36842105263158,40890.0,714.0,39.0,92420.0,2865.0,22.0,117738.0,4580.0,13.0,163161.0,5513.0,55.0,188062.0,5828.0,21.0,2025,Bielsko-Biala,1,dh,
44,20250516_mtb,"Timed Training, Men Elite",1056,False,1056,10023914524,IRL20000415,KERR,Henry,ME,KERR Henry,KERR Henry,IRL,AON,AON,AON RACING - TOURNE CAMPERVANS,37,87,0.0,0,0,0,,2000-04-15T00:00:00,0,False,0,0,0,0,1056,Finished,49.14675767918089,42232.0,2056.0,98.0,93392.0,3837.0,193.0,118397.0,5239.0,182.0,163948.0,6300.0,174.0,189632.0,7398.0,32.0,2025,Bielsko-Biala,1,dh,
45,20250516_mtb,"Timed Training, Men Elite",1057,False,1057,10080855241,CAN20050305,KUHN,Bodhi,ME,KUHN Bodhi *,KUHN Bodhi,CAN,NRD,NRD,NORCO RACE DIVISION,27,88,0.0,0,0,0,,2005-03-05T00:00:00,0,False,0,0,0,0,1057,Finished,45.94767070835992,42960.0,2784.0,52.0,95218.0,5663.0,23.0,120895.0,7737.0,14.0,167634.0,9986.0,11.0,193243.0,11009.0,46.0,2025,Bielsko-Biala,1,dh,
46,20250516_mtb,"Timed Training, Men Elite",1058,False,1058,10008123732,GER19941002,STEINER,Julian,ME,STEINER Julian,STEINER Julian,GER,,,,0,90,0.0,0,0,0,,1994-10-02T00:00:00,0,False,0,0,0,0,1058,Finished,48.03202134756504,42900.0,2724.0,75.0,96191.0,6636.0,37.0,123572.0,10414.0,23.0,171191.0,13543.0,17.0,198287.0,16053.0,54.0,2025,Bielsko-Biala,1,dh,
47,20250516_mtb,"Timed Training, Men Elite",1059,False,1059,10043853983,AUS20010524,A'HERN,Kye,ME,A'HERN Kye,A'HERN Kye,AUS,KNU,KNU,KENDA NS BIKES UR TEAM,36,98,0.0,0,0,0,,2001-05-24T00:00:00,0,False,0,0,0,0,1059,Finished,49.896049896049895,41230.0,1054.0,184.0,92384.0,2829.0,176.0,117847.0,4689.0,143.0,164151.0,6503.0,153.0,190274.0,8040.0,34.0,2025,Bielsko-Biala,1,dh,
48,20250516_mtb,"Timed Training, Men Elite",1060,False,1060,10010008360,SVK19970406,KOHUT,Denis,ME,KOHUT Denis,KOHUT Denis,SVK,,,,0,100,0.0,0,0,0,NCh,1997-04-06T00:00:00,0,False,0,0,0,0,1060,Finished,48.06408544726302,42601.0,2425.0,197.0,96178.0,6623.0,185.0,121920.0,8762.0,165.0,168326.0,10678.0,156.0,206586.0,24352.0,67.0,2025,Bielsko-Biala,1,dh,
49,20250516_mtb,"Timed Training, Men Elite",1061,False,1061,10083936104,GBR20050506,PLATT,Dom,ME,PLATT Dom *,PLATT Dom,GBR,,,,68,102,0.0,0,0,0,,2005-05-06T00:00:00,0,False,0,0,0,0,1061,Finished,49.14675767918089,42187.0,2011.0,35.0,445203.0,355648.0,188.0,469458.0,356300.0,170.0,515071.0,357423.0,161.0,583384.0,401150.0,91.0,2025,Bielsko-Biala,1,dh,
50,20250516_mtb,"Timed Training, Men Elite",1062,False,1062,10049212427,AUS20040916,MEIER-SMITH,Remy,ME,MEIER-SMITH Remy *,MEIER-SMITH Remy,AUS,PFR,PFR,PIVOT FACTORY RACING,28,103,0.0,0,0,0,,2004-09-16T00:00:00,0,False,0,0,0,0,1062,Finished,46.78362573099415,41994.0,1818.0,53.0,161170.0,71615.0,154.0,186573.0,73415.0,112.0,233888.0,76240.0,104.0,260038.0,77804.0,73.0,2025,Bielsko-Biala,1,dh,
51,20250516_mtb,"Timed Training, Men Elite",1063,False,1063,10034811159,SUI20010420,BAECHLER,Yannick,ME,BAECHLER Yannick,BAECHLER Yannick,SUI,,,,0,107,0.0,0,0,0,,2001-04-20T00:00:00,0,False,0,0,0,0,1063,Finished,42.857142857142854,43735.0,3559.0,67.0,96753.0,7198.0,32.0,124716.0,11558.0,19.0,174571.0,16923.0,16.0,202593.0,20359.0,64.0,2025,Bielsko-Biala,1,dh,
52,20250516_mtb,"Timed Training, Men Elite",1064,False,1064,10071553749,FRA20021004,CHAPELET,Simon,ME,CHAPELET Simon,CHAPELET Simon,FRA,RRT,RRT,ROGUE RACING - SR SUNTOUR,43,115,0.0,0,0,0,,2002-10-04T00:00:00,0,False,0,0,0,0,1064,Finished,48.74746106973595,41283.0,1107.0,38.0,92093.0,2538.0,82.0,117294.0,4136.0,98.0,162768.0,5120.0,75.0,189570.0,7336.0,31.0,2025,Bielsko-Biala,1,dh,
